Model,Accuracy,Precision,Recall,F1_Score,AUC_ROC,Best_Parameters
RF,0.9475,0.950704225352113,0.927835051546392,0.939130434782609,0.989626180667994,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200}"
